"all _ image _ url","Occurrence status assumed to be present","Basis of record badly formed","Coordinate precision not valid","Country inferred from coordinates","Data are generalised","First of the month","First of the year","Geodetic datum assumed WGS84","Identification date before occurrence date","Incomplete collection date","Invalid collection date"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","false","false","true","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","false","false","true","true"
"","false","false","true","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","true","false","false","false","true","false","true","false"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","false","false","false","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","false","false","false","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","false","false","true","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","true","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","false","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"344ddd39-05d8-4724-9689-9264e6b7057d","true","false","false","true","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"491b8f4d-cb13-4cb5-a372-4d10746660ac","true","false","false","true","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"652d46ee-b12a-4fa2-bac6-cdae11889fa7","true","false","false","true","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","true","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","true","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","true","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","true","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"ec39e093-6374-4fd1-bd0d-0aa52a7e8192","false","false","false","true","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","true","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"884bea98-95da-41ff-b13d-8ab14c2db345","true","false","false","true","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","true","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"cd0a3911-7b7c-4d62-bfe8-50931716cc84","false","false","false","true","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","true","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
